t,iq_ref,iq_meas,id_ref,id_meas,vd,vq,elec
0.6070902347564697,-5.9,0.39,-5.87,0.69,58.03,53.57,1.3771
0.608945369720459,-5.85,0.45,-5.82,0.75,59.29,54.11,1.3773
0.6109538078308105,-5.85,0.46,-5.81,0.78,60.55,55.45,1.3778
0.6130175590515137,-5.92,0.48,-5.88,0.88,61.8,56.25,1.3781
0.6149454116821289,-5.89,0.46,-5.84,0.9,63.06,56.25,1.3781
0.6169538497924805,-5.9,0.51,-5.83,1.01,64.32,56.79,1.3783
0.618905782699585,-5.91,0.51,-5.85,0.97,65.57,57.06,1.3784
0.620929479598999,-5.97,0.39,-5.92,0.9,66.83,58.94,1.3791
0.6230411529541016,-5.94,0.45,-5.88,0.95,68.09,59.47,1.3793
0.6248898506164551,-6.04,0.43,-5.98,0.89,69.34,60.82,1.3798
0.6268494129180908,-5.99,0.51,-5.92,1.02,70.6,62.96,1.3806
0.6288678646087646,-6.0,0.48,-5.95,0.94,71.86,63.23,1.3807
0.6308479309082031,-6.09,0.49,-6.02,1.02,73.11,65.38,1.3815
0.6327958106994629,-5.98,0.44,-5.93,0.91,74.37,65.65,1.3816
0.634793758392334,-6.01,0.48,-5.96,0.93,75.63,67.8,1.3824
0.6368045806884766,-6.05,0.43,-6.0,0.84,76.88,69.41,1.383
0.6388862133026123,-6.11,0.5,-6.07,0.86,78.14,71.29,1.3837
0.6408188343048096,-6.06,0.51,-6.02,0.86,79.4,73.43,1.3845
0.642754316329956,-6.16,0.45,-6.13,0.76,80.65,74.78,1.385
0.6447644233703613,-6.11,0.55,-6.08,0.82,81.91,76.92,1.3858
0.6467626094818115,-6.16,0.54,-6.14,0.76,83.17,78.8,1.3865
0.6487200260162354,-6.15,0.48,-6.14,0.64,84.42,80.95,1.3873
0.650714635848999,-6.17,0.43,-6.16,0.48,85.68,83.1,1.3881
0.6527040004730225,-6.21,0.5,-6.2,0.52,86.94,86.05,1.3892
0.6546990871429443,-6.24,0.49,-6.23,0.53,88.19,87.93,1.3899
0.6567449569702148,-6.24,0.51,-6.24,0.46,89.45,88.74,1.3902
0.6586534976959229,-6.25,0.59,-6.26,0.43,90.71,91.42,1.3912
0.6606624126434326,-6.34,0.61,-6.35,0.41,91.96,94.64,1.3924
0.6626524925231934,-6.38,0.61,-6.4,0.34,93.22,96.25,1.393
0.664649486541748,-6.32,0.6,-6.33,0.38,94.48,98.67,1.3939
0.6666886806488037,-6.4,0.55,-6.42,0.32,95.73,99.21,1.3941
0.6686480045318604,-6.39,0.47,-6.4,0.25,96.99,100.55,1.3946
0.6706037521362305,-6.44,0.53,-6.45,0.34,98.25,101.62,1.395
0.6727509498596191,-6.39,0.39,-6.39,0.35,99.5,102.43,1.3953
0.674602746963501,-6.37,0.35,-6.37,0.42,100.76,101.35,1.3949
0.6765756607055664,-6.41,0.25,-6.4,0.39,102.02,100.82,1.3947
0.6785809993743896,-6.44,0.25,-6.41,0.59,103.27,101.08,1.3948
0.6805813312530518,-6.37,0.13,-6.34,0.6,104.53,99.21,1.3941
0.6826438903808594,-6.41,0.11,-6.37,0.69,105.79,98.4,1.3938
0.6845204830169678,-6.36,0.03,-6.32,0.69,107.04,97.86,1.3936
0.6865365505218506,-6.38,-0.04,-6.35,0.66,108.3,97.86,1.3936
0.6885380744934082,-6.4,-0.1,-6.36,0.65,109.56,98.4,1.3938
0.6905021667480469,-6.41,-0.12,-6.37,0.74,110.81,98.94,1.394
0.6924879550933838,-6.39,-0.22,-6.37,0.65,112.07,98.4,1.3938
0.6944639682769775,-6.43,-0.25,-6.41,0.59,113.33,99.47,1.3942
0.6964690685272217,-6.36,-0.32,-6.34,0.57,114.58,101.35,1.3949
0.6984500885009766,-6.38,-0.26,-6.35,0.73,115.84,101.62,1.395
0.7004361152648926,-6.35,-0.38,-6.33,0.59,117.09,101.35,1.3949
0.7024328708648682,-6.32,-0.33,-6.29,0.69,118.35,102.96,1.3955
0.7044200897216797,-6.35,-0.34,-6.32,0.72,119.61,103.23,1.3956
0.706432580947876,-6.36,-0.3,-6.32,0.79,120.86,104.04,1.3959
0.7084014415740967,-6.41,-0.41,-6.39,0.7,122.12,104.84,1.3962
0.7103939056396484,-6.45,-0.35,-6.4,0.84,123.38,105.92,1.3966
0.7123737335205078,-6.39,-0.4,-6.35,0.83,124.63,105.92,1.3966
0.71439528465271,-6.33,-0.37,-6.29,0.82,125.89,106.45,1.3968
0.7163872718811035,-6.29,-0.33,-6.23,0.92,127.15,108.33,1.3975
0.7183279991149902,-6.38,-0.4,-6.33,0.92,128.4,108.33,1.3975
0.7203552722930908,-6.38,-0.39,-6.33,0.87,129.66,108.87,1.3977
0.7222781181335449,-6.25,-0.34,-6.19,0.98,130.92,111.02,1.3985
0.72432541847229,-6.33,-0.31,-6.25,1.03,132.17,111.02,1.3985
0.7263078689575195,-6.3,-0.38,-6.25,0.88,133.43,112.09,1.3989
0.7283356189727783,-6.33,-0.41,-6.29,0.82,134.69,114.51,1.3998
0.7305035591125488,-6.27,-0.37,-6.22,0.93,135.94,116.39,1.4005
0.732252836227417,-6.34,-0.36,-6.28,0.92,137.2,116.39,1.4005
0.7342288494110107,-6.33,-0.42,-6.28,0.86,138.45,118.0,1.4011
0.7362332344055176,-6.31,-0.32,-6.26,0.88,139.71,119.34,1.4016
0.7382245063781738,-6.3,-0.33,-6.26,0.79,140.97,121.75,1.4025
0.7401998043060303,-6.3,-0.44,-6.27,0.7,142.22,124.17,1.4034
0.7422113418579102,-6.3,-0.41,-6.27,0.69,143.48,125.24,1.4038
0.744194746017456,-6.3,-0.53,-6.3,0.55,144.74,127.12,1.4045
0.7461738586425781,-6.32,-0.47,-6.32,0.45,145.99,128.73,1.4051
0.7481305599212646,-6.18,-0.44,-6.18,0.47,147.25,132.49,1.4065
0.7501480579376221,-6.25,-0.52,-6.27,0.29,148.51,133.57,1.4069
0.7521262168884277,-6.28,-0.45,-6.29,0.26,149.76,136.79,1.4081
0.7540724277496338,-6.31,-0.44,-6.32,0.14,151.02,139.47,1.4091
0.7561686038970947,-6.34,-0.42,-6.35,0.09,152.28,142.96,1.4104
0.7581033706665039,-6.31,-0.37,-6.32,0.0,153.53,145.38,1.4113
0.7601003646850586,-6.38,-0.36,-6.39,0.02,154.79,148.87,1.4126
0.7620835304260254,-6.34,-0.25,-6.34,0.05,156.04,149.94,1.413
0.7640900611877441,-6.42,-0.17,-6.42,0.08,157.3,152.36,1.4139
0.766096830368042,-6.38,-0.09,-6.38,0.17,158.56,154.51,1.4147
0.7680847644805908,-6.38,-0.03,-6.38,0.23,159.81,155.58,1.4151
0.7700822353363037,-6.39,0.02,-6.38,0.33,161.07,156.92,1.4156
0.7721138000488281,-6.42,0.04,-6.4,0.45,162.33,157.46,1.4158
0.7740426063537598,-6.45,0.06,-6.42,0.56,163.58,157.19,1.4157
0.776055097579956,-6.31,0.08,-6.28,0.64,164.84,157.19,1.4157
0.7780747413635254,-6.35,0.15,-6.31,0.74,166.1,157.19,1.4157
0.779930591583252,-6.41,0.09,-6.37,0.76,167.35,157.99,1.416
0.781923770904541,-6.33,0.02,-6.3,0.69,168.61,158.26,1.4161
0.7839202880859375,-6.38,-0.01,-6.35,0.67,169.87,159.34,1.4165
0.7859199047088623,-6.36,0.05,-6.32,0.74,171.12,160.41,1.4169
0.7879049777984619,-6.31,0.01,-6.27,0.73,172.38,161.48,1.4173
0.7899332046508789,-6.41,0.06,-6.36,0.81,173.64,162.29,1.4176
0.7919149398803711,-6.34,0.04,-6.3,0.74,174.89,163.1,1.4179
